region_code,category_code,name,address,latitude,longitude,price_level,description,google_place_id
jeju-city,cafe,제주시 로컬 카페 18,제주특별자치도 제주시 18,33.5008000,126.5328000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-18
jeju-city,dessert,제주시 로컬 디저트 19,제주특별자치도 제주시 19,33.5009000,126.5329000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-19
jeju-city,bar,제주시 로컬 술집 20,제주특별자치도 제주시 20,33.5010000,126.5330000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-jeju-city-20
seogwipo,restaurant,서귀포 로컬 맛집 01,제주특별자치도 서귀포시 1,33.2531000,126.5611000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-1
seogwipo,cafe,서귀포 로컬 카페 02,제주특별자치도 서귀포시 2,33.2532000,126.5612000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-2
seogwipo,dessert,서귀포 로컬 디저트 03,제주특별자치도 서귀포시 3,33.2533000,126.5613000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-3
seogwipo,bar,서귀포 로컬 술집 04,제주특별자치도 서귀포시 4,33.2534000,126.5614000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-4
seogwipo,restaurant,서귀포 로컬 맛집 05,제주특별자치도 서귀포시 5,33.2535000,126.5615000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-5
seogwipo,cafe,서귀포 로컬 카페 06,제주특별자치도 서귀포시 6,33.2536000,126.5616000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-6
seogwipo,dessert,서귀포 로컬 디저트 07,제주특별자치도 서귀포시 7,33.2537000,126.5617000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-7
seogwipo,bar,서귀포 로컬 술집 08,제주특별자치도 서귀포시 8,33.2538000,126.5618000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-8
seogwipo,restaurant,서귀포 로컬 맛집 09,제주특별자치도 서귀포시 9,33.2539000,126.5619000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-9
seogwipo,cafe,서귀포 로컬 카페 10,제주특별자치도 서귀포시 10,33.2540000,126.5620000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-10
seogwipo,dessert,서귀포 로컬 디저트 11,제주특별자치도 서귀포시 11,33.2541000,126.5621000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-11
seogwipo,bar,서귀포 로컬 술집 12,제주특별자치도 서귀포시 12,33.2542000,126.5622000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-12
seogwipo,restaurant,서귀포 로컬 맛집 13,제주특별자치도 서귀포시 13,33.2543000,126.5623000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-13
seogwipo,cafe,서귀포 로컬 카페 14,제주특별자치도 서귀포시 14,33.2544000,126.5624000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-14
seogwipo,dessert,서귀포 로컬 디저트 15,제주특별자치도 서귀포시 15,33.2545000,126.5625000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-15
seogwipo,bar,서귀포 로컬 술집 16,제주특별자치도 서귀포시 16,33.2546000,126.5626000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-16
seogwipo,restaurant,서귀포 로컬 맛집 17,제주특별자치도 서귀포시 17,33.2547000,126.5627000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-17
seogwipo,cafe,서귀포 로컬 카페 18,제주특별자치도 서귀포시 18,33.2548000,126.5628000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-18
seogwipo,dessert,서귀포 로컬 디저트 19,제주특별자치도 서귀포시 19,33.2549000,126.5629000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-19
seogwipo,bar,서귀포 로컬 술집 20,제주특별자치도 서귀포시 20,33.2550000,126.5630000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-seogwipo-20
aewol,restaurant,애월 로컬 맛집 01,제주특별자치도 제주시 애월읍 1,33.4631000,126.3281000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-1
aewol,cafe,애월 로컬 카페 02,제주특별자치도 제주시 애월읍 2,33.4632000,126.3282000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-2
aewol,dessert,애월 로컬 디저트 03,제주특별자치도 제주시 애월읍 3,33.4633000,126.3283000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-3
aewol,bar,애월 로컬 술집 04,제주특별자치도 제주시 애월읍 4,33.4634000,126.3284000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-4
aewol,restaurant,애월 로컬 맛집 05,제주특별자치도 제주시 애월읍 5,33.4635000,126.3285000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-5
aewol,cafe,애월 로컬 카페 06,제주특별자치도 제주시 애월읍 6,33.4636000,126.3286000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-6
aewol,dessert,애월 로컬 디저트 07,제주특별자치도 제주시 애월읍 7,33.4637000,126.3287000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-7
aewol,bar,애월 로컬 술집 08,제주특별자치도 제주시 애월읍 8,33.4638000,126.3288000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-8
aewol,restaurant,애월 로컬 맛집 09,제주특별자치도 제주시 애월읍 9,33.4639000,126.3289000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-9
aewol,cafe,애월 로컬 카페 10,제주특별자치도 제주시 애월읍 10,33.4640000,126.3290000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-10
aewol,dessert,애월 로컬 디저트 11,제주특별자치도 제주시 애월읍 11,33.4641000,126.3291000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-11
aewol,bar,애월 로컬 술집 12,제주특별자치도 제주시 애월읍 12,33.4642000,126.3292000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-12
aewol,restaurant,애월 로컬 맛집 13,제주특별자치도 제주시 애월읍 13,33.4643000,126.3293000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-13
aewol,cafe,애월 로컬 카페 14,제주특별자치도 제주시 애월읍 14,33.4644000,126.3294000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-14
aewol,dessert,애월 로컬 디저트 15,제주특별자치도 제주시 애월읍 15,33.4645000,126.3295000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-15
aewol,bar,애월 로컬 술집 16,제주특별자치도 제주시 애월읍 16,33.4646000,126.3296000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-16
aewol,restaurant,애월 로컬 맛집 17,제주특별자치도 제주시 애월읍 17,33.4647000,126.3297000,1,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-17
aewol,cafe,애월 로컬 카페 18,제주특별자치도 제주시 애월읍 18,33.4648000,126.3298000,2,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-18
aewol,dessert,애월 로컬 디저트 19,제주특별자치도 제주시 애월읍 19,33.4649000,126.3299000,3,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-19
aewol,bar,애월 로컬 술집 20,제주특별자치도 제주시 애월읍 20,33.4650000,126.3300000,4,RKT-31 MVP 시드 장소 데이터,seed-rkt-31-aewol-20
